species,pathway_id,pathway_name,gene_names,ncbi_id,uniprot_id,ko_number,ec_number
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",Dihydrolipoamide succinyltransferase,AT4G26910,,KO:K00658,EC:2.3.1.61
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",mtLPD2|lipoamide dehydrogenase 2,AT3G17240,,KO:K00382,EC:1.8.1.4
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",LPD1|lipoamide dehydrogenase 1,AT3G16950,,KO:K00382,EC:1.8.1.4
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",mtLPD1|mitochondrial lipoamide dehydrogenase 1,AT1G48030,,KO:K00382,EC:1.8.1.4
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",dihydrolipoamide dehydrogenase,AT4G16155,,KO:K00382,EC:1.8.1.4
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
","Succinyl-CoA ligase, alpha subunit  [EC:6.2.1.5 6.2.1.4]",AT5G08300,,KO:K01899,
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
","Succinyl-CoA ligase, alpha subunit  [EC:6.2.1.5 6.2.1.4]",AT5G23250,,KO:K01899,
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",ATP citrate lyase (ACL) family protein  [EC:6.2.1.5 6.2.1.4],AT2G20420,,KO:K01900,
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",SDH1-1|succinate dehydrogenase 1-1,AT5G66760,,KO:K00234,EC:1.3.5.1
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",SDH1-2|succinate dehydrogenase 1-2,AT2G18450,,KO:K00234,EC:1.3.5.1
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",SDH2-2|succinate dehydrogenase 2-2,AT5G40650,,KO:K00235,EC:1.3.5.1
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",SDH2-3|succinate dehydrogenase 2-3,AT5G65165,,KO:K00235,EC:1.3.5.1
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",SDH2-1|succinate dehydrogenase 2-1,AT3G27380,,KO:K00235,EC:1.3.5.1
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",SDH3-2|succinate dehydrogenase 3-2,AT4G32210,,KO:K00236,
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",SDH3-1|succinate dehydrogenase 3-1,AT5G09600,,KO:K00236,
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",FUM2|FUMARASE 2,AT5G50950,,KO:K01679,EC:4.2.1.2
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",FUM1|fumarase 1,AT2G47510,,KO:K01679,EC:4.2.1.2
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",c-NAD-MDH1|Lactate/malate dehydrogenase family protein,AT1G04410,,KO:K00025,EC:1.1.1.37
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",c-NAD-MDH3|Lactate/malate dehydrogenase family protein,AT5G56720,,KO:K00025,EC:1.1.1.37
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",c-NAD-MDH2|Lactate/malate dehydrogenase family protein,AT5G43330,,KO:K00025,EC:1.1.1.37
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",MDH|malate dehydrogenase,AT3G47520,,KO:K00026,EC:1.1.1.37
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",mMDH1|Lactate/malate dehydrogenase family protein,AT1G53240,,KO:K00026,EC:1.1.1.37
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",PMDH1|peroxisomal NAD-malate dehydrogenase 1,AT2G22780,,KO:K00026,EC:1.1.1.37
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",mMDH2|Lactate/malate dehydrogenase family protein,AT3G15020,,KO:K00026,EC:1.1.1.37
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",PMDH2|peroxisomal NAD-malate dehydrogenase 2,AT5G09660,,KO:K00026,EC:1.1.1.37
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",PCK2|phosphoenolpyruvate carboxykinase 2,AT5G65690,,KO:K01610,EC:4.1.1.49
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",PCK1|phosphoenolpyruvate carboxykinase 1,AT4G37870,,KO:K01610,EC:4.1.1.49
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",E1_ALPHA|pyruvate dehydrogenase complex E1 alpha subunit,AT1G59900,,KO:K00161,EC:1.2.4.1
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",PDH-E1_ALPHA|pyruvate dehydrogenase E1 alpha,AT1G01090,,KO:K00161,EC:1.2.4.1
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",IAR4|Thiamin diphosphate-binding fold (THDP-binding) superfamily protein,AT1G24180,,KO:K00161,EC:1.2.4.1
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",MAB1|Transketolase family protein,AT5G50850,,KO:K00162,EC:1.2.4.1
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",Transketolase family protein,AT2G34590,,KO:K00162,EC:1.2.4.1
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",PDH-E1_BETA|pyruvate dehydrogenase E1 beta,AT1G30120,,KO:K00162,EC:1.2.4.1
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",EMB3003|2-oxoacid dehydrogenases acyltransferase family protein,AT1G34430,,KO:K00627,EC:2.3.1.12
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
","LTA3|Dihydrolipoamide acetyltransferase, long form protein",AT3G52200,,KO:K00627,EC:2.3.1.12
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
","Dihydrolipoamide acetyltransferase, long form protein",AT1G54220,,KO:K00627,EC:2.3.1.12
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
","Dihydrolipoamide acetyltransferase, long form protein",AT3G13930,,KO:K00627,EC:2.3.1.12
ath,ko00020,"path:ath00020	Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)
",LTA2|2-oxoacid dehydrogenases acyltransferase family protein,AT3G25860,,KO:K00627,EC:2.3.1.12
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PGI1|phosphoglucose isomerase 1,AT4G24620,,KO:K01810,EC:5.3.1.9
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",Sugar isomerase (SIS) family protein,AT5G42740,,KO:K01810,EC:5.3.1.9
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",G6PD5|glucose-6-phosphate dehydrogenase 5  [EC:1.1.1.363 1.1.1.49],AT3G27300,,KO:K00036,
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",G6PD2|glucose-6-phosphate dehydrogenase 2  [EC:1.1.1.363 1.1.1.49],AT5G13110,,KO:K00036,
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",G6PD4|glucose-6-phosphate dehydrogenase 4  [EC:1.1.1.363 1.1.1.49],AT1G09420,,KO:K00036,
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",G6PD1|glucose-6-phosphate dehydrogenase 1  [EC:1.1.1.363 1.1.1.49],AT5G35790,,KO:K00036,
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",G6PD3|glucose-6-phosphate dehydrogenase 3  [EC:1.1.1.363 1.1.1.49],AT1G24280,,KO:K00036,
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",G6PD6|glucose-6-phosphate dehydrogenase 6  [EC:1.1.1.363 1.1.1.49],AT5G40760,,KO:K00036,
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PGL4|6-phosphogluconolactonase 4,AT5G24410,,KO:K01057,EC:3.1.1.31
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PGL5|6-phosphogluconolactonase 5,AT5G24420,,KO:K01057,EC:3.1.1.31
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PGL2|6-phosphogluconolactonase 2,AT3G49360,,KO:K01057,EC:3.1.1.31
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PGL1|6-phosphogluconolactonase 1,AT1G13700,,KO:K01057,EC:3.1.1.31
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",EMB2024|NagB/RpiA/CoA transferase-like superfamily protein,AT5G24400,,KO:K01057,EC:3.1.1.31
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",6-phosphogluconate dehydrogenase family protein  [EC:1.1.1.343 1.1.1.44],AT1G64190,,KO:K00033,
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",6-phosphogluconate dehydrogenase family protein  [EC:1.1.1.343 1.1.1.44],AT5G41670,,KO:K00033,
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",6-phosphogluconate dehydrogenase family protein  [EC:1.1.1.343 1.1.1.44],AT3G02360,,KO:K00033,
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",Aldolase-type TIM barrel family protein,AT1G63290,,KO:K01783,EC:5.1.3.1
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",RPE|D-ribulose-5-phosphate-3-epimerase,AT5G61410,,KO:K01783,EC:5.1.3.1
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",Aldolase-type TIM barrel family protein,AT3G01850,,KO:K01783,EC:5.1.3.1
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",Transketolase,AT3G60750,,KO:K00615,EC:2.2.1.1
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",Transketolase,AT2G45290,,KO:K00615,EC:2.2.1.1
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",TRA2|Aldolase-type TIM barrel family protein,AT5G13420,,KO:K00616,EC:2.2.1.2
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",Aldolase superfamily protein,AT1G12230,,KO:K00616,EC:2.2.1.2
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
","RSW10|Ribose 5-phosphate isomerase, type A protein",AT1G71100,,KO:K01807,EC:5.3.1.6
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",RPI2|ribose-5-phosphate isomerase 2,AT2G01290,,KO:K01807,EC:5.3.1.6
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
","EMB3119|Ribose 5-phosphate isomerase, type A protein",AT3G04790,,KO:K01807,EC:5.3.1.6
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",NagB/RpiA/CoA transferase-like superfamily protein,AT5G44520,,KO:K01807,EC:5.3.1.6
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",pfkB-like carbohydrate kinase family protein,AT1G17160,,KO:K00852,EC:2.7.1.15
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PGM|phosphoglucomutase,AT5G51820,,KO:K01835,EC:5.4.2.2
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PGM3|Phosphoglucomutase/phosphomannomutase family protein,AT1G23190,,KO:K01835,EC:5.4.2.2
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PGM2|Phosphoglucomutase/phosphomannomutase family protein,AT1G70730,,KO:K01835,EC:5.4.2.2
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",Phosphoribosyltransferase family protein,AT2G44530,,KO:K00948,EC:2.7.6.1
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PRS2|phosphoribosyl pyrophosphate (PRPP) synthase 2,AT1G32380,,KO:K00948,EC:2.7.6.1
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",Phosphoribosyltransferase family protein,AT2G35390,,KO:K00948,EC:2.7.6.1
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",ALDH11A3|aldehyde dehydrogenase 11A3,AT2G24270,,KO:K00131,EC:1.2.1.9
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",P-loop containing nucleoside triphosphate hydrolases superfamily protein,AT2G16790,,KO:K00851,EC:2.7.1.12
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",FBA7|Aldolase superfamily protein,AT4G26520,,KO:K01623,EC:4.1.2.13
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",FBA6|Aldolase superfamily protein,AT2G36460,,KO:K01623,EC:4.1.2.13
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",FBA8|Aldolase superfamily protein,AT3G52930,,KO:K01623,EC:4.1.2.13
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PDE345|Aldolase superfamily protein,AT2G01140,,KO:K01623,EC:4.1.2.13
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",FBA2|fructose-bisphosphate aldolase 2,AT4G38970,,KO:K01623,EC:4.1.2.13
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",FBA5|Aldolase superfamily protein,AT4G26530,,KO:K01623,EC:4.1.2.13
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",FBA4|Aldolase superfamily protein,AT5G03690,,KO:K01623,EC:4.1.2.13
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",FBA1|fructose-bisphosphate aldolase 1,AT2G21330,,KO:K01623,EC:4.1.2.13
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",FBP|Inositol monophosphatase family protein,AT1G43670,,KO:K03841,EC:3.1.3.11
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",HCEF1|high cyclic electron flow 1,AT3G54050,,KO:K03841,EC:3.1.3.11
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",Inositol monophosphatase family protein,AT5G64380,,KO:K03841,EC:3.1.3.11
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PFK6|phosphofructokinase 6,AT4G32840,,KO:K00850,EC:2.7.1.11
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PFK7|phosphofructokinase 7,AT5G56630,,KO:K00850,EC:2.7.1.11
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PFK4|phosphofructokinase 4,AT5G61580,,KO:K00850,EC:2.7.1.11
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PFK1|phosphofructokinase 1,AT4G29220,,KO:K00850,EC:2.7.1.11
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PFK5|phosphofructokinase 5,AT2G22480,,KO:K00850,EC:2.7.1.11
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PFK3|phosphofructokinase 3,AT4G26270,,KO:K00850,EC:2.7.1.11
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",PFK2|phosphofructokinase 2,AT5G47810,,KO:K00850,EC:2.7.1.11
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",Phosphofructokinase family protein,AT1G76550,,KO:K00895,EC:2.7.1.90
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",MEE51|Phosphofructokinase family protein,AT4G04040,,KO:K00895,EC:2.7.1.90
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",Phosphofructokinase family protein,AT1G12000,,KO:K00895,EC:2.7.1.90
ath,ko00030,"path:ath00030	Pentose phosphate pathway - Arabidopsis thaliana (thale cress)
",Phosphofructokinase family protein,AT1G20950,,KO:K00895,EC:2.7.1.90
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT3G43270,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",PME2|pectin methylesterase 2,AT1G53830,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT5G04970,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT2G45220,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Pectin lyase-like superfamily protein,AT5G19730,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT1G11590,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT5G49180,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",VGDH1|Plant invertase/pectin methylesterase inhibitor superfamily,AT2G47030,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",PPME1|Pectin lyase-like superfamily protein,AT1G69940,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",PME44|pectin methylesterase 44,AT4G33220,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",PME31|pectin methylesterase 31,AT3G29090,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT4G03930,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",PE11|pectinesterase 11,AT2G21610,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",PMEPCRA|methylesterase PCR A,AT1G11580,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT3G05620,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT5G27870,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",PME3|pectin methylesterase 3,AT3G14310,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT4G02320,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT3G47400,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT5G51500,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT5G51490,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT1G02810,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT3G10720,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT2G47550,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",ATPMEPCRB|Plant invertase/pectin methylesterase inhibitor superfamily,AT4G02330,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Plant invertase/pectin methylesterase inhibitor superfamily,AT3G05610,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",QRT1|Pectin lyase-like superfamily protein,AT5G55590,,KO:K01051,EC:3.1.1.11
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Pectin lyase-like superfamily protein,AT4G13710,,KO:K01728,EC:4.2.2.2
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Pectin lyase-like superfamily protein,AT3G55140,,KO:K01728,EC:4.2.2.2
ath,ko00040,"path:ath00040	Pentose and glucuronate interconversions - Arabidopsis thaliana (thale cress)
",Pectin lyase-like superfamily protein,AT3G09540,,KO:K01728,EC:4.2.2.2
